index,shape-type,vertex-index,axis-0,axis-1
0,polygon,0,274.1242166519763,4420.435662368939
0,polygon,1,325.98675338373164,4396.233145227453
0,polygon,2,370.9342852179195,4361.658120739616
0,polygon,3,395.13680235940535,4327.083096251779
0,polygon,4,436.6268317448096,4289.050569315159
0,polygon,5,536.8944027595365,4247.560539929755
0,polygon,6,592.2144419400755,4230.273027685836
0,polygon,7,654.4494860181819,4209.528012993133
0,polygon,8,689.0245105060187,4195.698003197999
0,polygon,9,744.3445496865577,4185.325495851648
0,polygon,10,803.1220913158804,4168.03798360773
0,polygon,11,823.8671060085826,4123.090451773542
0,polygon,12,772.0045692768272,4095.4304321832724
0,polygon,13,733.9720423402067,4081.6004223881373
0,polygon,14,682.1095056084514,4043.567895451517
0,polygon,15,657.9069884669656,4015.9078758612477
0,polygon,16,654.4494860181819,3932.927817090439
0,polygon,17,664.8219933645329,3884.5227828074676
0,polygon,18,644.0769786718308,3808.457728934226
0,polygon,19,626.7894664279124,3735.8501775097684
0,polygon,20,619.874461530345,3656.3276211877437
0,polygon,21,623.3319639791287,3618.2950942511234
0,polygon,22,581.8419345937244,3566.432557519368
0,polygon,23,526.5218954131855,3559.517552621801
0,polygon,24,512.6918856180507,3511.1125183388294
0,polygon,25,543.8094076571039,3466.164986504641
0,polygon,26,585.2994370425081,3438.504966914372
0,polygon,27,633.7044713254797,3410.8449473241026
0,polygon,28,654.4494860181819,3372.8124203874813
0,polygon,29,599.1294468376428,3334.779893450861
0,polygon,30,564.554422349806,3286.3748591678896
0,polygon,31,550.7244125546713,3234.512322436134
0,polygon,32,568.0119247985897,3186.1072881531627
0,polygon,33,609.5019541839939,3172.2772783580276
0,polygon,34,637.1619737742634,3141.1597563189744
0,polygon,35,633.7044713254797,3082.382214689652
0,polygon,36,626.7894664279124,3044.3496877530315
0,polygon,37,637.1619737742634,2975.199638777358
0,polygon,38,650.9919835693981,2912.9645946992514
0,polygon,39,671.7369982621003,2881.847072660198
0,polygon,40,716.6845300962882,2857.6445555187124
0,polygon,41,751.259554584125,2850.729550621145
0,polygon,42,837.6971158037172,2868.0170628650635
0,polygon,43,879.1871451891216,2874.932067762631
0,polygon,44,931.0496819208768,2885.304575108982
0,polygon,45,989.8272235501995,2878.3895702114146
0,polygon,46,1038.2322578331712,2868.0170628650635
0,polygon,47,1083.179789667359,2871.474565313847
0,polygon,48,1114.297311706412,2888.7620775577657
0,polygon,49,1159.2448435406002,2916.4220971480354
0,polygon,50,1211.1073802723554,2944.0821167383046
0,polygon,51,1280.2574292480292,2950.9971216358717
0,polygon,52,1314.832453735866,2937.1671118407376
0,polygon,53,1314.832453735866,2843.814545723578
0,polygon,54,1349.4074782237028,2809.2395212357405
0,polygon,55,1390.8975076091072,2778.1219991966877
0,polygon,56,1453.1325516872134,2791.9520089918224
0,polygon,57,1494.6225810726178,2812.6970236845245
0,polygon,58,1529.1976055604546,2840.357043274794
0,polygon,59,1567.2301324970751,2857.6445555187124
0,polygon,60,1612.177664331263,2874.932067762631
0,polygon,61,1632.9226790239652,2944.0821167383046
0,polygon,62,1615.6351667800468,2985.572146123709
0,polygon,63,1639.8376839215325,3061.6371999969497
0,polygon,64,1670.9552059605858,3089.29721958722
0,polygon,65,1715.9027377947737,3110.042234279921
0,polygon,66,1767.7652745265289,3137.7022538701913
0,polygon,67,1823.0853137070678,3144.6172587677584
0,polygon,68,1864.5753430924722,3148.0747612165424
0,polygon,69,1906.0653724778765,3148.0747612165424
0,polygon,70,1947.5554018632808,3134.2447514214073
0,polygon,71,1982.1304263511176,3113.499736728705
0,polygon,72,2002.8754410438198,3078.9247122408688
0,polygon,73,1957.9279092096315,3061.6371999969497
0,polygon,74,1923.3528847217947,3027.0621755091133
0,polygon,75,1919.8953822730111,2982.114643674925
0,polygon,76,1961.3854116584155,2950.9971216358717
0,polygon,77,2006.3329434926034,2930.2521069431696
0,polygon,78,2016.7054508389544,2881.847072660198
0,polygon,79,2027.0779581853055,2823.0695310308756
0,polygon,80,2040.9079679804402,2778.1219991966877
0,polygon,81,2040.9079679804402,2736.6319698112834
0,polygon,82,2051.280475326791,2677.8544281819604
0,polygon,83,2075.482992468277,2612.161881655071
0,polygon,84,2103.1430120585464,2581.0443596160176
0,polygon,85,2148.090543892735,2546.4693351281803
0,polygon,86,2179.208065931788,2529.181822884262
0,polygon,87,2237.9856075611106,2532.639325333046
0,polygon,88,2320.9656663319183,2574.12935471845
0,polygon,89,2341.7106810246205,2536.0968277818297
0,polygon,90,2327.8806712294863,2442.7442616646704
0,polygon,91,2345.1681834734045,2408.169237176833
0,polygon,92,2417.775734897862,2415.0842420744
0,polygon,93,2473.0957740784006,2418.541744523184
0,polygon,94,2511.128301015022,2432.3717543183193
0,polygon,95,2528.41581325894,2477.3192861525067
0,polygon,96,2518.043305912589,2529.181822884262
0,polygon,97,2518.043305912589,2581.0443596160176
0,polygon,98,2497.298291219887,2653.651911040475
0,polygon,99,2455.8082618344824,2695.141940425879
0,polygon,100,2421.233237346646,2726.2594624649323
