index,shape-type,vertex-index,axis-0,axis-1
0,polygon,0,654.0200301562561,4319.579895659862
0,polygon,1,696.6432840086734,4306.792919504136
0,polygon,2,743.5288632463323,4294.005943348411
0,polygon,3,803.2014186397166,4285.481292577928
0,polygon,4,854.3493232626172,4276.956641807445
0,polygon,5,918.2842040412431,4251.382689495994
0,polygon,6,1024.8423386722864,4247.120364110752
0,polygon,7,1110.0888463771207,4272.694316422203
0,polygon,8,1191.0730286967137,4276.956641807445
0,polygon,9,1276.319536401548,4234.333387955027
0,polygon,10,1357.303718721141,4157.611531020676
0,polygon,11,1399.9269725735583,4102.201301012534
0,polygon,12,1408.4516233440415,4059.5780471601165
0,polygon,13,1472.3865041226675,3999.9054917667318
0,polygon,14,1549.1083610570186,3978.5938648405236
0,polygon,15,1617.3055672208861,3961.5445632995566
0,polygon,16,1659.9288210733034,3953.0199125290733
0,polygon,17,1698.289749540479,3931.7082856028646
0,polygon,18,1740.9130033928964,3833.6748017423047
0,polygon,19,1698.289749540479,3697.2803894145695
0,polygon,20,1681.240447999512,3739.903643266987
0,polygon,21,1702.5520749257207,3842.1994525127884
0,polygon,22,1506.4851072046013,3880.560380979964
0,polygon,23,1399.9269725735583,3906.1343332914144
0,polygon,24,1229.433957163889,3931.7082856028646
0,polygon,25,1131.4004733033294,3974.331539455282
0,polygon,26,1075.990243295187,3987.118515611007
0,polygon,27,995.0060609755942,4008.430142537216
0,polygon,28,935.3335055822101,4008.430142537216
0,polygon,29,892.7102517297928,4012.6924679224576
0,polygon,30,811.7260694101999,4038.2664202339074
0,polygon,31,726.4795617053655,4038.2664202339074
0,polygon,32,683.8563078529481,4025.4794440781825
0,polygon,33,696.6432840086734,3970.0692140700403
0,polygon,34,688.1186332381899,3825.1501509718214
0,polygon,35,717.954910934882,3667.4441117178776
0,polygon,36,735.0042124758488,3624.8208578654603
0,polygon,37,747.7911886315742,3539.5743501606257
0,polygon,38,781.889791713508,3479.9017947672414
0,polygon,39,709.4302601643985,3364.819009365715
0,polygon,40,679.5939824677065,3305.1464539723306
0,polygon,41,619.9214270743223,3181.539017800321
0,polygon,42,607.1344509185972,3083.505533939761
0,polygon,43,615.6591016890806,2998.2590262349268
0,polygon,44,692.3809586234316,2955.6357723825095
0,polygon,45,717.954910934882,3002.5213516201684
0,polygon,46,739.2665378610907,3045.1446054725857
0,polygon,47,773.3651409430245,3134.653438562662
0,polygon,48,803.2014186397166,3181.539017800321
0,polygon,49,867.1362994183423,3224.162271652738
0,polygon,50,948.1204817379353,3236.949247808463
0,polygon,51,999.2683863608358,3228.4245970379798
0,polygon,52,1067.4655925247037,3236.949247808463
0,polygon,53,1118.6134971476042,3245.473898578947
0,polygon,54,1191.0730286967137,3236.949247808463
0,polygon,55,1267.7948856310647,3185.8013431855625
0,polygon,56,1301.8934887129985,3151.7027401036285
0,polygon,57,1331.7297664096905,3096.2925100954863
0,polygon,58,1404.1892979588,3083.505533939761
0,polygon,59,1446.8125518112172,3045.1446054725857
0,polygon,60,1472.3865041226675,2993.9967008496847
0,polygon,61,1506.4851072046013,2964.1604231529927
0,polygon,62,1578.9446387537107,3002.5213516201684
0,polygon,63,1587.4692895241942,3057.9315816283106
0,polygon,64,1578.9446387537107,3104.8171608659695
0,polygon,65,1536.3213849012934,3173.014367029837
0,polygon,66,1540.583710286535,3258.2608747346717
0,polygon,67,1540.583710286535,3309.4087793575727
0,polygon,68,1574.682313368469,3394.6552870624073
0,polygon,69,1600.2562656799194,3450.0655170705495
0,polygon,70,1634.3548687618531,3479.9017947672414
0,polygon,71,1702.5520749257207,3509.738072463934
0,polygon,72,1770.7492810895883,3518.262723234417
0,polygon,73,1775.01160647483,3454.327842455791
0,polygon,74,1783.5362572453137,3411.704588603374
0,polygon,75,1847.4711380239396,3377.6059855214403
0,polygon,76,1902.8813680320818,3369.0813347509566
0,polygon,77,1885.8320664911148,3317.933430128056
0,polygon,78,1860.2581141796645,3258.2608747346717
0,polygon,79,1762.224630319105,3215.6376208822544
0,polygon,80,1711.0767256962042,3168.7520416445955
0,polygon,81,1804.8478841715223,3096.2925100954863
0,polygon,82,1834.6841618682142,3053.669256243069
0,polygon,83,1868.7827649501482,2964.1604231529927
0,polygon,84,1902.8813680320818,2887.438566218642
0,polygon,85,1949.7669472697407,2836.290661595741
0,polygon,86,2000.9148518926418,2789.405082358082
0,polygon,87,2039.275780359817,2729.7325269646976
0,polygon,88,2103.210661138443,2661.53532080083
0,polygon,89,2137.309264220377,2623.174392333655
0,polygon,90,2171.4078673023105,2546.4525353993035
0,polygon,91,2192.719494228519,2503.8292815468862
0,polygon,92,2226.818097310453,2439.8944007682603
0,polygon,93,2265.179025777629,2393.0088215306014
0,polygon,94,2299.2776288595624,2333.336266137217
0,polygon,95,2350.425533482463,2316.2869645962505
0,polygon,96,2393.04878733488,2320.549289981492
0,polygon,97,2431.409715802056,2380.2218453748765
0,polygon,98,2439.9343665725396,2422.8450992272933
0,polygon,99,2452.7213427282645,2516.6162577026116
0,polygon,100,2452.7213427282645,2572.026487710754
0,polygon,101,2414.360414261089,2661.53532080083
0,polygon,102,2397.3111127201223,2742.519503120423
0,polygon,103,2393.04878733488,2849.077637751466
0,polygon,104,2414.360414261089,2913.012518530092
0,polygon,105,2482.5576204249564,2908.75019314485
0,polygon,106,2542.2301758183407,2917.274843915334
0,polygon,107,2584.853429670758,2930.0618200710587
0,polygon,108,2623.2143581379337,2964.1604231529927
0,polygon,109,2640.2636596789007,3049.4069308578273
0,polygon,110,2648.788310449384,3113.3418116364533
0,polygon,111,2648.788310449384,3164.489716259354
0,polygon,112,2636.0013342936586,3224.162271652738
0,polygon,113,2636.0013342936586,3275.3101762756387
0,polygon,114,2627.4766835231753,3386.1306362919236
0,polygon,115,2610.4273819822083,3471.377143996758
0,polygon,116,2614.68970736745,3603.5092309392517
0,polygon,117,2631.739008908417,3684.4934132588446
0,polygon,118,2653.0506358346256,3837.937127127547
0,polygon,119,2661.5752866051093,4259.907340266477
0,polygon,120,2653.0506358346256,4451.711982602355
0,polygon,121,2614.68970736745,4554.007791848157
0,polygon,122,2584.853429670758,4609.418021856299
0,polygon,123,2542.2301758183407,4617.942672626783
0,polygon,124,2486.8199458101985,4630.729648782508
0,polygon,125,2444.1966919577812,4656.303601093958
0,polygon,126,2324.8515811710126,4677.615228020167
0,polygon,127,2231.080422695695,4681.877553405408
0,polygon,128,2094.6860103679596,4694.664529561133
0,polygon,129,1553.3706864422604,4724.500807257826
0,polygon,130,1374.3530202621077,4660.565926479199
0,polygon,131,1331.7297664096905,4652.041275708716
0,polygon,132,1246.483258704856,4626.467323397266
0,polygon,133,1165.4990763852632,4588.106394930091
0,polygon,134,1050.4162909837366,4571.057093389123
0,polygon,135,1003.5307117460777,4566.7947680038815
0,polygon,136,952.3828071231769,4566.7947680038815
0,polygon,137,850.0869978773756,4575.319418774366
0,polygon,138,790.4144424839913,4583.844069544849
0,polygon,139,735.0042124758488,4575.319418774366
0,polygon,140,654.0200301562561,4554.007791848157
0,polygon,141,568.7735224514216,4532.696164921948
0,polygon,142,547.461895525213,4477.285934913805
0,polygon,143,555.9865462956964,4430.400355676146
