index,shape-type,vertex-index,axis-0,axis-1
0,polygon,0,436.6414355089281,4285.481292577928
0,polygon,1,500.57631628755394,4230.071062569786
0,polygon,2,560.2488716809381,4195.972459487852
0,polygon,3,688.1186332381899,4089.414324856809
0,polygon,4,739.2665378610907,4029.741769463424
0,polygon,5,760.5781647872993,3987.118515611007
0,polygon,6,769.1028155577826,3859.2487540537554
0,polygon,7,777.6274663282661,3671.7064371031192
0,polygon,8,760.5781647872993,3629.083183250702
0,polygon,9,696.6432840086734,3603.5092309392517
0,polygon,10,602.8721255333554,3514.0003978491754
0,polygon,11,594.3474747628719,3433.0162155295825
0,polygon,12,594.3474747628719,3300.884128587089
0,polygon,13,607.1344509185972,3219.8999462674965
0,polygon,14,696.6432840086734,3181.539017800321
0,polygon,15,837.3000217216504,3173.014367029837
0,polygon,16,935.3335055822101,3160.227390874112
0,polygon,17,1050.4162909837366,3151.7027401036285
0,polygon,18,1110.0888463771207,3160.227390874112
0,polygon,19,1212.3846556229223,3181.539017800321
0,polygon,20,1284.8441871720315,3143.178089333145
0,polygon,21,1323.2051156392072,3057.9315816283106
0,polygon,22,1412.7139487292834,3023.832978546377
0,polygon,23,1485.1734802783926,3032.3576293168603
0,polygon,24,1557.633011827502,3066.4562323987943
0,polygon,25,1604.518591065161,3160.227390874112
0,polygon,26,1613.0432418356445,3207.112970111771
0,polygon,27,1647.1418449175783,3245.473898578947
0,polygon,28,1698.289749540479,3279.5725016608803
0,polygon,29,1736.6506780076545,3313.6711047428144
0,polygon,30,1753.6999795486213,3360.5566839804733
0,polygon,31,1685.502773384754,3386.1306362919236
0,polygon,32,1557.633011827502,3322.1957555132976
0,polygon,33,1561.8953372127437,3437.278540914824
0,polygon,34,1587.4692895241942,3501.21342169345
0,polygon,35,1630.0925433766115,3573.6729532425597
0,polygon,36,1689.7650987699956,3573.6729532425597
0,polygon,37,1732.3883526224129,3577.9352786278014
0,polygon,38,1800.5855587862807,3586.4599293982847
0,polygon,39,1860.2581141796645,3594.9845801687684
0,polygon,40,1885.8320664911148,3492.688770922967
0,polygon,41,1860.2581141796645,3441.540866300066
0,polygon,42,1843.2088126386975,3381.868310906682
0,polygon,43,1911.4060188025655,3322.1957555132976
0,polygon,44,1958.2915980402245,3288.097152431364
0,polygon,45,1975.340899581191,3236.949247808463
0,polygon,46,1949.7669472697407,3177.276692415079
0,polygon,47,1988.1278757369164,3121.8664624069365
0,polygon,48,1979.6032249664331,3028.0953039316187
0,polygon,49,1941.2422964992575,2989.734375464443
0,polygon,50,1902.8813680320818,2938.5864708415425
0,polygon,51,1894.3567172615985,2887.438566218642
0,polygon,52,1928.455320343532,2823.503685440016
0,polygon,53,1992.390201122158,2814.979034669532
0,polygon,54,2103.210661138443,2844.8153123662246
0,polygon,55,2214.0311211547278,2908.75019314485
0,polygon,56,2295.0153034743207,2998.2590262349268
0,polygon,57,2316.3269304005294,3045.1446054725857
0,polygon,58,2324.8515811710126,3100.554835480728
0,polygon,59,2346.1632080972213,3155.9650654888706
0,polygon,60,2371.7371604086716,3211.3752954970128
0,polygon,61,2329.1139065562543,3249.7362239641884
0,polygon,62,2290.752978089079,3279.5725016608803
0,polygon,63,2226.818097310453,3317.933430128056
0,polygon,64,2179.932518072794,3343.5073824395063
0,polygon,65,2137.309264220377,3424.491564759099
0,polygon,66,2137.309264220377,3471.377143996758
0,polygon,67,2171.4078673023105,3535.312024775384
0,polygon,68,2269.4413511628704,3535.312024775384
0,polygon,69,2320.589255785771,3603.5092309392517
0,polygon,70,2329.1139065562543,3658.9194609473943
0,polygon,71,2444.1966919577812,3658.9194609473943
0,polygon,72,2542.2301758183407,3650.3948101769106
0,polygon,73,2593.3780804412413,3654.6571355621522
0,polygon,74,2623.2143581379337,3722.85434172602
0,polygon,75,2623.2143581379337,3808.1008494308544
0,polygon,76,2618.952032752692,3854.9864286685133
0,polygon,77,2614.68970736745,3953.0199125290733
0,polygon,78,2601.902731211725,3999.9054917667318
0,polygon,79,2542.2301758183407,4025.4794440781825
0,polygon,80,2529.443199662616,4068.1026979306
0,polygon,81,2542.2301758183407,4132.037578709225
0,polygon,82,2546.4925012035824,4178.923157946885
0,polygon,83,2555.017151974066,4238.595713340269
0,polygon,84,2555.017151974066,4392.039427208971
0,polygon,85,2537.967850433099,4473.023609528564
0,polygon,86,2533.7055250478575,4528.433839536706
0,polygon,87,2512.393898121649,4613.68034724154
0,polygon,88,2435.6720411872975,4622.204998012025
0,polygon,89,2363.2125096381883,4613.68034724154
0,polygon,90,2265.179025777629,4583.844069544849
0,polygon,91,2179.932518072794,4588.106394930091
0,polygon,92,1992.390201122158,4652.041275708716
0,polygon,93,1608.7809164504029,4698.926854946375
0,polygon,94,1353.041393335899,4707.451505716859
0,polygon,95,1195.3353540819553,4724.500807257826
0,polygon,96,815.9883947954418,4724.500807257826
0,polygon,97,726.4795617053655,4711.713831102101
0,polygon,98,602.8721255333554,4690.402204175892
0,polygon,99,453.690737049895,4698.926854946375
0,polygon,100,394.0181816565108,4690.402204175892
0,polygon,101,321.5586501074015,4690.402204175892
0,polygon,102,244.8367931730504,4681.877553405408
0,polygon,103,159.59028546821588,4652.041275708716
0,polygon,104,134.01633315676548,4592.368720315332
0,polygon,105,121.22935700104034,4490.072911069531
0,polygon,106,121.22935700104034,4417.613379520421
0,polygon,107,197.95121393539142,4383.514776438487
0,polygon,108,261.8860947140173,4392.039427208971
0,polygon,109,313.033999336918,4400.564077979455
0,polygon,110,368.4442293450604,4366.465474897521
