index,shape-type,vertex-index,axis-0,axis-1
0,polygon,0,479.2646893613453,4242.858038725511
0,polygon,1,602.8721255333554,4225.808737184544
0,polygon,2,692.3809586234316,4191.71013410261
0,polygon,3,786.1521170987496,4127.775253323984
0,polygon,4,833.0376963364085,4072.3650233158414
0,polygon,5,871.3986248035842,3965.806888684798
0,polygon,6,952.3828071231769,3957.282237914315
0,polygon,7,1007.7930371313194,3859.2487540537554
0,polygon,8,1007.7930371313194,3808.1008494308544
0,polygon,9,926.8088548117266,3846.46177789803
0,polygon,10,884.1856009593093,3867.7734048242387
0,polygon,11,824.513045565925,3863.511079438997
0,polygon,12,786.1521170987496,3842.1994525127884
0,polygon,13,752.0535140168158,3718.592016340778
0,polygon,14,739.2665378610907,3637.6078340211857
0,polygon,15,773.3651409430245,3590.7222547835263
0,polygon,16,833.0376963364085,3560.8859770868344
0,polygon,17,764.840490172541,3467.1148186115165
0,polygon,18,709.4302601643985,3428.753890144341
0,polygon,19,658.2823555414979,3403.1799378328906
0,polygon,20,628.4460778448057,3334.982731669023
0,polygon,21,649.7577047710143,3283.834827046122
0,polygon,22,679.5939824677065,3249.7362239641884
0,polygon,23,722.2172363201237,3151.7027401036285
0,polygon,24,735.0042124758488,3100.554835480728
0,polygon,25,760.5781647872993,3049.4069308578273
0,polygon,26,811.7260694101999,3053.669256243069
0,polygon,27,862.8739740331007,3096.2925100954863
0,polygon,28,935.3335055822101,3070.718557784036
0,polygon,29,999.2683863608358,3049.4069308578273
0,polygon,30,1071.7279179099453,2985.4720500792014
0,polygon,31,1075.990243295187,2913.012518530092
0,polygon,32,1105.826520991879,2878.913915448158
0,polygon,33,1148.4497748442964,2866.1269392924332
0,polygon,34,1178.2860525409885,2930.0618200710587
0,polygon,35,1144.1874494590545,3023.832978546377
0,polygon,36,1101.5641956066374,3074.9808831692776
0,polygon,37,1071.7279179099453,3121.8664624069365
0,polygon,38,1067.4655925247037,3173.014367029837
0,polygon,39,1105.826520991879,3219.8999462674965
0,polygon,40,1152.712100229538,3271.047850890397
0,polygon,41,1208.1223302376804,3241.211573193705
0,polygon,42,1263.5325602458229,3215.6376208822544
0,polygon,43,1306.1558140982402,3190.063668570804
0,polygon,44,1318.9427902539653,3143.178089333145
0,polygon,45,1276.319536401548,3130.3911131774203
0,polygon,46,1237.9586079343726,3168.7520416445955
0,polygon,47,1199.5976794671972,3138.9157639479035
0,polygon,48,1208.1223302376804,3057.9315816283106
0,polygon,49,1250.7455840900977,2972.685073923476
0,polygon,50,1370.090694876866,3006.78367700541
0,polygon,51,1408.4516233440415,3053.669256243069
0,polygon,52,1416.976274114525,3109.0794862512116
0,polygon,53,1493.6981310488761,3104.8171608659695
0,polygon,54,1536.3213849012934,3096.2925100954863
0,polygon,55,1604.518591065161,3100.554835480728
0,polygon,56,1676.9781226142704,3121.8664624069365
0,polygon,57,1647.1418449175783,3168.7520416445955
0,polygon,58,1604.518591065161,3194.3259939560457
0,polygon,59,1557.633011827502,3202.8506447265295
0,polygon,60,1519.2720833603266,3224.162271652738
0,polygon,61,1493.6981310488761,3330.7204062837814
0,polygon,62,1485.1734802783926,3394.6552870624073
0,polygon,63,1485.1734802783926,3488.426445537725
0,polygon,64,1549.1083610570186,3514.0003978491754
0,polygon,65,1595.9939402946775,3531.0496993901425
0,polygon,66,1613.0432418356445,3577.9352786278014
0,polygon,67,1681.240447999512,3599.24690555401
0,polygon,68,1809.110209556764,3603.5092309392517
0,polygon,69,1868.7827649501482,3612.033881709735
0,polygon,70,1971.0785741959494,3624.8208578654603
0,polygon,71,2030.7511295893337,3603.5092309392517
0,polygon,72,2069.1120580565093,3582.197604013043
0,polygon,73,2141.5715896056186,3556.6236517015927
0,polygon,74,2192.719494228519,3531.0496993901425
0,polygon,75,2290.752978089079,3509.738072463934
0,polygon,76,2354.687858867705,3488.426445537725
0,polygon,77,2397.3111127201223,3471.377143996758
0,polygon,78,2452.7213427282645,3458.590167841033
0,polygon,79,2503.869247351165,3475.639469382
0,polygon,80,2537.967850433099,3509.738072463934
0,polygon,81,2555.017151974066,3569.4106278573176
0,polygon,82,2580.5911042855164,3637.6078340211857
0,polygon,83,2576.3287789002748,3727.116667111262
0,polygon,84,2572.066453515033,3782.526897119404
0,polygon,85,2503.869247351165,3803.8385240456128
0,polygon,86,2431.409715802056,3829.412476357063
0,polygon,87,2448.459017343023,3927.445960217623
0,polygon,88,2482.5576204249564,3957.282237914315
0,polygon,89,2537.967850433099,4029.741769463424
0,polygon,90,2550.7548265888245,4093.6766502420505
0,polygon,91,2516.6562235068905,4157.611531020676
0,polygon,92,2482.5576204249564,4213.021761028818
0,polygon,93,2448.459017343023,4276.956641807445
0,polygon,94,2358.9501842529467,4315.31757027462
0,polygon,95,2299.2776288595624,4332.366871815587
0,polygon,96,2243.86739885142,4349.416173356553
0,polygon,97,2196.981819613761,4409.088728749938
0,polygon,98,2290.752978089079,4421.875704905663
0,polygon,99,2256.654375007145,4464.49895875808
0,polygon,100,2218.2934465399694,4490.072911069531
0,polygon,101,2158.6208911465856,4494.335236454773
0,polygon,102,2043.538105745059,4532.696164921948
0,polygon,103,1962.553923425466,4545.483141077673
0,polygon,104,1894.3567172615985,4515.646863380981
0,polygon,105,1821.8971857124889,4583.844069544849
0,polygon,106,1749.4376541633796,4639.254299552991
0,polygon,107,1664.1911464585453,4656.303601093958
0,polygon,108,1574.682313368469,4664.828251864442
0,polygon,109,1327.4674410244488,4669.0905772496835
0,polygon,110,1255.0079094753396,4673.352902634925
0,polygon,111,1067.4655925247037,4643.516624938233
0,polygon,112,1020.5800132870445,4605.155696471057
0,polygon,113,939.5958309674518,4558.270117233398
0,polygon,114,888.447926344551,4558.270117233398
0,polygon,115,824.513045565925,4575.319418774366
0,polygon,116,773.3651409430245,4579.581744159607
0,polygon,117,688.1186332381899,4600.8933710858155
0,polygon,118,585.8228239923885,4592.368720315332
0,polygon,119,513.3632924432791,4575.319418774366
0,polygon,120,466.47771320562015,4566.7947680038815
0,polygon,121,406.80515781223596,4566.7947680038815
0,polygon,122,317.29632472215974,4575.319418774366
0,polygon,123,261.8860947140173,4575.319418774366
0,polygon,124,232.04981701732515,4511.384537995739
0,polygon,125,227.78749163208352,4451.711982602355
0,polygon,126,278.9353962549842,4430.400355676146
0,polygon,127,381.2312055007857,4413.35105413518
0,polygon,128,440.90376089416975,4311.055244889379
