index,shape-type,vertex-index,axis-0,axis-1
0,polygon,0,304.7125224452087,4378.035824477902
0,polygon,1,342.7017396876578,4374.236902753656
0,polygon,2,395.88664382708635,4355.242294132432
0,polygon,3,475.66400003622925,4302.057389993003
0,polygon,4,574.4359648665967,4210.8832686111255
0,polygon,5,612.4251821090457,4203.285425162636
0,polygon,6,658.0122427999846,4199.486503438391
0,polygon,7,673.2079296969642,4237.47572068084
0,polygon,8,684.6046948696988,4283.062781371779
0,polygon,9,684.6046948696988,4324.850920338473
0,polygon,10,722.5939121121479,4347.6444506839425
0,polygon,11,783.3766597000662,4336.247685511207
0,polygon,12,821.3658769425152,4324.850920338473
0,polygon,13,840.3604855637399,4279.2638596475335
0,polygon,14,859.3550941849643,4241.274642405085
0,polygon,15,870.7518593576989,4188.089738265657
0,polygon,16,870.7518593576989,4146.301599298962
0,polygon,17,847.9583290122297,4085.518851711044
0,polygon,18,828.963720391005,4047.5296344685953
0,polygon,19,802.3712683212908,4005.741495501901
0,polygon,20,760.583129354597,3948.7576696382275
0,polygon,21,752.9852859061072,3880.3770786018194
0,polygon,22,752.9852859061072,3796.8008006684317
0,polygon,23,718.7949903879029,3698.0288358380644
0,polygon,24,718.7949903879029,3652.4417751471256
0,polygon,25,722.5939121121479,3572.6644189379826
0,polygon,26,699.8003817666785,3530.8762799712886
0,polygon,27,673.2079296969642,3489.0881410045945
0,polygon,28,639.01763417876,3454.8978454863905
0,polygon,29,623.8219472817805,3413.109706519697
0,polygon,30,582.0338083150865,3340.9301937590435
0,polygon,31,570.6370431423518,3291.54421134386
0,polygon,32,566.8381214181069,3230.7614637559413
0,polygon,33,589.6316517635763,3192.7722465134925
0,polygon,34,642.816555903005,3177.576559616513
0,polygon,35,677.006851421209,3158.581950995288
0,polygon,36,684.6046948696988,3086.402438234635
0,polygon,37,673.2079296969642,3037.0164558194515
0,polygon,38,669.4090079727192,2976.233708231533
0,polygon,39,707.3982252151683,2949.6412561618185
0,polygon,40,752.9852859061072,2930.646647540594
0,polygon,41,783.3766597000662,2961.0380213345534
0,polygon,42,809.9691117697806,2999.027238577002
0,polygon,43,878.3497028061887,3059.8099861649207
0,polygon,44,927.7356852213726,3071.2067513376555
0,polygon,45,961.9259807395766,3105.3970468558596
0,polygon,46,942.931372118352,3147.1851858225536
0,polygon,47,942.931372118352,3192.7722465134925
0,polygon,48,992.3173545335359,3207.967933410472
0,polygon,49,1034.1054935002298,3169.978716168023
0,polygon,50,1083.4914759154135,3154.7830292710432
0,polygon,51,1117.6817714336175,3135.788420649819
0,polygon,52,1170.866675573046,3109.1959685801044
0,polygon,53,1216.4537362639849,3105.3970468558596
0,polygon,54,1273.4375621276586,3109.1959685801044
0,polygon,55,1322.8235445428422,3131.989498925574
0,polygon,56,1398.8019790277403,3131.989498925574
0,polygon,57,1467.1825700641484,3139.5873423740636
0,polygon,58,1550.7588479975361,3173.7776378922676
0,polygon,59,1581.1502217914954,3215.5657768589617
0,polygon,60,1577.3513000672506,3268.75068099839
0,polygon,61,1543.1610045490465,3306.7398982408395
0,polygon,62,1508.9707090308425,3352.3269589317783
0,polygon,63,1501.3728655823525,3435.903236865166
0,polygon,64,1505.1717873065973,3492.8870627288397
0,polygon,65,1531.7642393763117,3534.6752016955334
0,polygon,66,1615.3405173096994,3572.6644189379826
0,polygon,67,1657.1286562763935,3584.061184110717
0,polygon,68,1706.5146386915771,3606.8547144561867
0,polygon,69,1748.3027776582708,3629.648244801656
0,polygon,70,1809.0855252461893,3637.246088250146
0,polygon,71,1869.8682728341078,3629.648244801656
0,polygon,72,1907.857490076557,3622.0504013531663
0,polygon,73,1968.640237664475,3614.4525579046763
0,polygon,74,2067.412202494843,3625.849323077411
0,polygon,75,2135.792793531251,3648.6428534228803
0,polygon,76,2177.5809324979446,3652.4417751471256
0,polygon,77,2223.1679931888834,3637.246088250146
0,polygon,78,2268.7550538798223,3599.2568710076966
0,polygon,79,2340.9345666404756,3584.061184110717
0,polygon,80,2382.7227056071692,3610.6536361804315
0,polygon,81,2409.3151576768837,3675.2353054925948
0,polygon,82,2413.1140794011285,3720.8223661835336
0,polygon,83,2413.1140794011285,3770.2083485987173
0,polygon,84,2424.5108445738633,3811.9964875654114
0,polygon,85,2420.7119228496185,3849.98570480786
0,polygon,86,2356.1302535374552,3857.5835482563502
