index,shape-type,vertex-index,axis-0,axis-1
0,polygon,0,509.92109857186426,2560.211029202196
0,polygon,1,561.7836353036195,2625.9035757290862
0,polygon,2,599.81616224024,2663.936102665707
0,polygon,3,610.1886695865911,2701.9686296023274
0,polygon,4,624.018679381726,2736.543654090164
0,polygon,5,637.8486891768606,2788.4061908219196
0,polygon,6,634.3911867280771,2847.183732451242
0,polygon,7,617.1036744841587,2878.3012544902954
0,polygon,8,675.8812161134812,2912.876278978132
0,polygon,9,772.6912846794245,2930.163791222051
0,polygon,10,841.8413336550981,2930.163791222051
0,polygon,11,879.8738605917187,2919.7912838756997
0,polygon,12,914.4488850795557,2857.556239797593
0,polygon,13,924.8213924259068,2791.863693270703
0,polygon,14,886.7888654892862,2784.948688373136
0,polygon,15,859.1288458990167,2753.831166334083
0,polygon,16,855.6713434502329,2715.7986393974625
0,polygon,17,879.8738605917187,2674.308610012058
0,polygon,18,924.8213924259068,2636.2760830754373
0,polygon,19,962.8539193625271,2622.4460732803027
0,polygon,20,1011.2589536454988,2639.733585524221
0,polygon,21,1038.9189732357684,2594.7860536900334
0,polygon,22,1073.4939977236052,2567.1260340997637
0,polygon,23,1142.6440466992788,2612.0735659339516
0,polygon,24,1180.6765736358996,2639.733585524221
0,polygon,25,1225.6241054700874,2657.0210977681395
0,polygon,26,1263.6566324067078,2639.733585524221
0,polygon,27,1298.2316568945446,2632.818580626654
0,polygon,28,1357.0091985238676,2605.158561036384
0,polygon,29,1415.78674015319,2608.6160634851676
0,polygon,30,1450.3617646410269,2612.0735659339516
0,polygon,31,1491.8517940264312,2608.6160634851676
0,polygon,32,1540.2568283094026,2594.7860536900334
0,polygon,33,1578.2893552460234,2542.923516958278
0,polygon,34,1612.8643797338602,2504.890990021657
0,polygon,35,1664.7269164656157,2459.9434581874693
0,polygon,36,1692.386936055885,2484.145975328955
0,polygon,37,1709.6744482998035,2532.551009611927
0,polygon,38,1758.079482582775,2532.551009611927
0,polygon,39,1796.1120095193953,2522.178502265576
0,polygon,40,1834.144536456016,2546.3810194070616
0,polygon,41,1827.2295315584486,2587.8710487924654
0,polygon,42,1803.0270144169629,2622.4460732803027
0,polygon,43,1799.5695119681793,2698.5111271535434
0,polygon,44,1785.7395021730447,2740.0011565389477
0,polygon,45,1789.1970046218282,2778.0336834755685
0,polygon,46,1841.0595413535837,2784.948688373136
0,polygon,47,1879.092068290204,2746.9161614365153
0,polygon,48,1920.5820976756083,2760.74617123165
0,polygon,49,1913.6670927780408,2829.8962202073235
0,polygon,50,1899.8370829829062,2867.9287471439443
0,polygon,51,1924.0396001243919,2926.7062887732673
0,polygon,52,1934.412107470743,2968.1963181586716
0,polygon,53,1962.0721270610127,3065.0063867246145
0,polygon,54,1989.732146651282,3089.2089038661006
0,polygon,55,2024.3071711391187,3099.5814112124517
0,polygon,56,2045.052185831821,3147.986445495423
0,polygon,57,2045.052185831821,3220.5939969198807
0,polygon,58,2038.1371809342538,3289.7440458955543
0,polygon,59,2034.6796784854698,3348.521587524877
0,polygon,60,2013.9346637927677,3403.8416267054154
0,polygon,61,1975.9021368561473,3434.9591487444686
0,polygon,62,1930.9546050219594,3459.161665885955
0,polygon,63,1975.9021368561473,3511.02420261771
0,polygon,64,1968.9871319585798,3549.0567295543306
0,polygon,65,1937.8696099195265,3583.631754042168
0,polygon,66,1906.7520878804737,3607.834271183653
0,polygon,67,1875.6345658414207,3625.1217834275712
0,polygon,68,1830.6870340072328,3642.4092956714903
0,polygon,69,1879.0920682902042,3676.9843201593267
0,polygon,70,1886.0070731877718,3715.016847095948
0,polygon,71,1837.6020389047999,3721.931851993515
0,polygon,72,1792.654507070612,3725.389354442299
0,polygon,73,1744.2494727876406,3721.931851993515
0,polygon,74,1733.8769654412895,3770.3368862764864
0,polygon,75,1733.8769654412895,3860.231949944862
0,polygon,76,1716.5894531973709,3891.3494719839155
0,polygon,77,1685.4719311583176,3936.297003818104
0,polygon,78,1702.7594434022362,4050.394584627965
0,polygon,79,1661.269414016832,4064.2245944231
0,polygon,80,1619.7793846314275,4053.852087076749
0,polygon,81,1574.8318527972397,4036.5645748328307
0,polygon,82,1536.7993258606193,4029.6495699352627
0,polygon,83,1464.1917744361617,4033.1070723840467
0,polygon,84,1419.2442426019738,4026.1920674864796
0,polygon,85,1377.7542132165695,3995.0745454474263
0,polygon,86,1332.8066813823816,3981.2445356522912
0,polygon,87,1294.7741544457613,3995.0745454474263
0,polygon,88,1277.486642201843,4046.9370821791817
0,polygon,89,1260.1991299579245,4081.512106667018
0,polygon,90,1229.0816079188712,4098.799618910937
0,polygon,91,1166.8465638407652,4078.054604218235
0,polygon,92,1135.729041801712,4040.0220772816137
0,polygon,93,1066.5789928260378,4015.8195601401285
0,polygon,94,1011.2589536454989,4033.1070723840467
0,polygon,95,1014.7164560942828,4071.139599320667
0,polygon,96,993.9714414015806,4133.3746433987735
0,polygon,97,886.7888654892864,4129.9171409499895
0,polygon,98,848.7563385526659,4143.747150745125
0,polygon,99,803.8088067184777,4164.492165437827
0,polygon,100,727.7437528452368,4171.407170335394
0,polygon,101,668.9662112159141,4185.237180130529
0,polygon,102,603.273664689024,4164.492165437827
0,polygon,103,655.1362014207792,4116.087131154855
0,polygon,104,776.1487871282081,4053.852087076749
0,polygon,105,772.6912846794246,4015.8195601401285
0,polygon,106,745.0312650891551,3970.87202830594
0,polygon,107,710.4562406013183,3950.127013613238
0,polygon,108,644.7636940744283,3995.0745454474263
0,polygon,109,582.5286499963217,4029.6495699352627
0,polygon,110,527.2086108157828,4050.394584627965
0,polygon,111,489.17608387916226,4036.5645748328307
0,polygon,112,464.97356673767655,4001.9895503449934
0,polygon,113,461.5160642888928,3963.957023408373
0,polygon,114,461.5160642888928,3919.0094915741847
0,polygon,115,464.97356673767655,3880.9769646375644
0,polygon,116,426.9410398010559,3839.48693525216
0,polygon,117,395.82351776200267,3784.1668960716215
0,polygon,118,350.8759859278148,3732.304359339866
0,polygon,119,343.96098103024747,3690.8143299544618
0,polygon,120,371.62100062051695,3607.834271183653
0,polygon,121,381.99350796686804,3549.0567295543306
0,polygon,122,354.33348837659855,3504.109197720142
0,polygon,123,319.7584638887615,3469.534173232306
0,polygon,124,285.1834394009247,3452.2466609883877
0,polygon,125,243.69341001552047,3434.9591487444686
0,polygon,126,219.49089287403464,3403.8416267054154
0,polygon,127,167.62835614227944,3345.064085076093
0,polygon,128,115.76581941052412,3289.7440458955543
0,polygon,129,53.53077533241771,3217.1364944710967
0,polygon,130,39.70076553728296,3141.071440597855
0,polygon,131,15.498248395797127,3106.496416110019
0,polygon,132,-1.7892638481212768,3075.3788940709655
0,polygon,133,-15.619273643256028,3013.143849992859
0,polygon,134,-1.789263848121293,2947.4513034659694
0,polygon,135,8.583243498229788,2912.876278978132
0,polygon,136,29.32825819093184,2881.758756939079
0,polygon,137,67.3607851275524,2874.843752041512
0,polygon,138,105.39331206417299,2892.13126428543
0,polygon,139,195.28837573254887,2950.9088059147525
0,polygon,140,267.89592715700627,2985.48383040259
0,polygon,141,312.84345899119415,2999.313840197725
0,polygon,142,364.7059957229496,3020.058854890426
0,polygon,143,399.2810202107864,3023.51635733921
0,polygon,144,361.2484932741658,2975.1113230562387
0,polygon,145,392.366015313219,2937.0787961196183
0,polygon,146,433.8560446986231,2937.0787961196183
0,polygon,147,426.9410398010558,2874.843752041512
0,polygon,148,409.6535275571374,2778.0336834755685
0,polygon,149,406.19602510835364,2719.2561418462456
0,polygon,150,392.366015313219,2670.851107563274
0,polygon,151,402.7385226595701,2605.158561036384
0,polygon,152,420.0260349034885,2567.1260340997637
