index,shape-type,vertex-index,axis-0,axis-1
0,polygon,0,498.9416324042484,2117.488921808315
0,polygon,1,550.0680424142543,2113.5561210383144
0,polygon,2,593.3288508842593,2097.8249179583127
0,polygon,3,632.6568585842638,2023.1017033283042
0,polygon,4,640.5224601242649,1952.3112894682959
0,polygon,5,593.3288508842593,1928.7144848482933
0,polygon,6,577.5976478042576,1885.4536763782883
0,polygon,7,601.1944524242601,1838.2600671382827
0,polygon,8,644.4552608942652,1850.058469448284
0,polygon,9,687.7160693642702,1885.4536763782883
0,polygon,10,797.834490924283,1956.2440902382964
0,polygon,11,848.9609009342889,1960.176891008297
0,polygon,12,911.8857132542964,1940.5128871582947
0,polygon,13,990.5417286543054,1936.5800863882941
0,polygon,14,1049.5337402043124,1932.6472856182936
0,polygon,15,1037.735337894311,1881.5208756082877
0,polygon,16,982.6761271143046,1806.797660978279
0,polygon,17,1029.86973635431,1743.8728486582718
0,polygon,18,1084.9289471343163,1806.797660978279
0,polygon,19,1108.5257517543191,1842.1928679082832
0,polygon,20,1167.517763304326,1842.1928679082832
0,polygon,21,1202.91297023433,1877.5880748382874
0,polygon,22,1195.0473686943292,1952.3112894682959
0,polygon,23,1261.904981784337,2070.2953125683093
0,polygon,24,1305.165790254342,2086.0265156483115
0,polygon,25,1383.821805654351,2074.22811333831
0,polygon,26,1486.074625674363,2066.3625117983092
0,polygon,27,1525.4026333743675,2058.496910258308
0,polygon,28,1576.5290433843734,2030.967304868305
0,polygon,29,1560.7978403043717,1983.7736956282997
0,polygon,30,1482.1418249043625,1944.445687928295
0,polygon,31,1478.209024134362,1905.1176802282905
0,polygon,32,1509.6714302943656,1865.789672528286
0,polygon,33,1552.9322387643706,1763.536852508274
0,polygon,34,1588.3274456943748,1732.0744463482704
0,polygon,35,1635.5210549343803,1763.536852508274
0,polygon,36,1659.117859554383,1802.8648602082787
0,polygon,37,1718.1098711043899,1818.5960632882804
0,polygon,38,1710.244269564389,1720.276044038269
0,polygon,39,1674.8490626343848,1700.6120401882667
0,polygon,40,1631.5882541643798,1594.4264193982544
0,polygon,41,1694.513066484387,1527.5688063082466
0,polygon,42,1737.773874954392,1472.5095955282404
0,polygon,43,1769.2362811143958,1437.1143885982362
0,polygon,44,1836.0938942044036,1366.323974738228
0,polygon,45,1836.0938942044036,1307.3319631882212
0,polygon,46,1816.4298903544013,1252.2727524082147
0,polygon,47,1808.5642888144002,1209.0119439382097
0,polygon,48,1781.034683424397,1177.549537778206
0,polygon,49,1745.639476494393,1150.019932388203
0,polygon,50,1686.6474649443862,1110.6919246881982
0,polygon,51,1647.3194572443815,1087.0951200681955
0,polygon,52,1600.1258480043762,925.850288498177
0,polygon,53,1560.7978403043717,870.7910777181705
0,polygon,54,1533.2682349143683,835.3958707881663
0,polygon,55,1501.8058287543647,807.8662653981633
0,polygon,56,1458.5450202843597,772.4710584681591
0,polygon,57,1415.2842118143546,725.2774492281536
0,polygon,58,1316.9641925643432,670.2182384481472
0,polygon,59,1273.7033840943384,670.2182384481472
0,polygon,60,1183.2489663843278,682.0166407581486
0,polygon,61,1139.9881579143228,697.7478438381504
0,polygon,62,1080.996146364316,658.4198361381459
0,polygon,63,1029.86973635431,650.554234598145
0,polygon,64,982.6761271143046,658.4198361381459
0,polygon,65,939.4153186442995,642.688633058144
0,polygon,66,892.221709404294,634.8230315181431
0,polygon,67,805.7000924642839,654.4870353681454
0,polygon,68,758.5064832242786,654.4870353681454
0,polygon,69,699.5144716742716,678.0838399881482
0,polygon,70,671.9848662842685,713.4790469181522
0,polygon,71,636.5896593542643,685.949441528149
0,polygon,72,632.6568585842638,642.688633058144
0,polygon,73,569.7320462642565,626.9574299781423
0,polygon,74,526.4712377942515,646.6214338281445
0,polygon,75,451.74802316424285,638.7558322881436
0,polygon,76,416.3528162342388,682.0166407581486
0,polygon,77,443.882421624242,737.0758515381549
0,polygon,78,463.54642547424424,792.1350623181613
0,polygon,79,451.74802316424285,835.3958707881663
0,polygon,80,365.2264062242329,870.7910777181705
0,polygon,81,325.8983985242283,882.5894800281719
0,polygon,82,266.90638697422145,898.3206831081736
0,polygon,83,223.64557850421642,902.2534838781742
0,polygon,84,207.9143754242146,961.2454954281809
0,polygon,85,247.2423831242192,984.8423000481837
0,polygon,86,282.63759005422327,1008.4391046681865
0,polygon,87,290.50319159422423,1091.027920838196
0,polygon,88,290.50319159422423,1142.1543308482019
0,polygon,89,298.3687931342251,1209.0119439382097
0,polygon,90,294.43599236422466,1260.1383539482156
0,polygon,91,247.2423831242192,1279.8023577982178
0,polygon,92,215.7799769642155,1315.197564728222
0,polygon,93,235.4439808142178,1350.5927716582262
0,polygon,94,282.63759005422327,1385.9879785882304
0,polygon,95,298.3687931342251,1472.5095955282404
0,polygon,96,318.03279698422745,1527.5688063082466
0,polygon,97,314.0999962142269,1586.5608178582536
0,polygon,98,270.8391877442219,1629.8216263282586
0,polygon,99,243.30958235421878,1677.015235568264
0,polygon,100,259.0407854342206,1739.9400478882712
0,polygon,101,266.90638697422145,1791.0664578982773
0,polygon,102,227.5783792742169,1798.9320594382782
0,polygon,103,172.51916849421053,1787.1336571282768
0,polygon,104,207.9143754242146,1857.924070988285
0,polygon,105,243.30958235421878,1885.4536763782883
0,polygon,106,274.7719885142224,1928.7144848482933
0,polygon,107,239.37678158421824,1975.9080940882986
0,polygon,108,227.5783792742169,2023.1017033283042
0,polygon,109,286.5703908242237,2034.9001056383056
