index,shape-type,vertex-index,axis-0,axis-1
0,polygon,0,334.9696651436106,882.3816765811392
0,polygon,1,403.1668713074782,878.1193511958974
0,polygon,2,450.0524505451372,886.6440019663809
0,polygon,3,513.9873313237631,890.9063273516226
0,polygon,4,522.5119820942466,937.7919065892816
0,polygon,5,488.41337901231276,988.9398112121822
0,polygon,6,522.5119820942466,1027.3007396793578
0,polygon,7,569.3975613319055,1048.6123666055664
0,polygon,8,594.9715136433558,1086.9732950727418
0,polygon,9,543.8236090204553,1146.6458504661261
0,polygon,10,518.2496567090047,1219.1053820152354
0,polygon,11,548.0859344056969,1274.5156120233778
0,polygon,12,612.0208151843228,1364.024445113454
0,polygon,13,590.7091882581142,1406.6476989658713
0,polygon,14,552.3482597909385,1445.008627433047
0,polygon,15,531.0366328647299,1483.3695559002224
0,polygon,16,501.2003551680379,1560.0914128345735
0,polygon,17,565.1352359466639,1577.1407143755405
0,polygon,18,616.2831405695645,1543.0421112936067
0,polygon,19,594.9715136433558,1581.4030397607821
0,polygon,20,560.872910561422,1615.501642842716
0,polygon,21,603.4961644138393,1683.6988490065835
0,polygon,22,641.8570928810148,1713.5351267032759
0,polygon,23,663.1687198072234,1773.2076820966597
0,polygon,24,710.0542990448823,1790.2569836376267
0,polygon,25,752.6775528972996,1794.5193090228684
0,polygon,26,825.1370844464091,1785.994658252385
0,polygon,27,880.5473144545515,1785.994658252385
0,polygon,28,935.9575444626939,1815.830935949077
0,polygon,29,982.8431237003529,1832.880237490044
0,polygon,30,1042.5156790937372,1820.0932613343186
0,polygon,31,1114.9752106428464,1820.0932613343186
0,polygon,32,1157.5984644952637,1824.3555867195607
0,polygon,33,1132.0245121838134,1871.2411659572197
0,polygon,34,1093.6635837166377,1896.81511826867
0,polygon,35,1132.0245121838134,1926.6513959653619
0,polygon,36,1174.6477660362307,1935.1760467358456
0,polygon,37,1217.2710198886477,1930.9137213506035
0,polygon,38,1264.156599126307,1918.1267451948786
0,polygon,39,1319.5668291344493,1930.9137213506035
0,polygon,40,1370.71473375735,1960.749999047296
0,polygon,41,1426.1249637654923,1973.5369752030208
0,polygon,42,1490.0598445441183,1990.5862767439878
0,polygon,43,1532.6830983965356,1999.1109275144715
0,polygon,44,1575.3063522489529,2016.160229055438
0,polygon,45,1643.5035584128207,2045.9965067521305
0,polygon,46,1686.126812265238,2054.521157522614
0,polygon,47,1720.2254153471715,2016.160229055438
0,polygon,48,1690.3891376504796,1973.5369752030208
0,polygon,49,1647.7658837980623,1969.2746498177792
0,polygon,50,1669.077510724271,1909.6020944243949
0,polygon,51,1711.7007645766882,1901.0774436539116
0,polygon,52,1818.2588992077315,1901.0774436539116
0,polygon,53,1933.341684609258,1858.4541898014943
0,polygon,54,1975.9649384616753,1803.043959793352
0,polygon,55,2014.3258669288505,1849.929539031011
0,polygon,56,2048.4244700107847,1888.2904674981867
0,polygon,57,2142.1956284861026,1943.7006975063289
0,polygon,58,2206.1305092647285,1952.2253482768122
0,polygon,59,2248.753763117146,1965.0123244325375
0,polygon,60,2308.42631851053,1973.5369752030208
0,polygon,61,2376.6235246743977,1960.7499990472957
0,polygon,62,2423.5091039120566,1935.1760467358454
0,polygon,63,2436.296080067782,1888.2904674981864
0,polygon,64,2436.296080067782,1828.6179121048021
0,polygon,65,2410.7221277563312,1777.4700074819011
0,polygon,66,2449.083056223507,1756.158380555693
0,polygon,67,2538.591889313583,1768.9453567114178
0,polygon,68,2589.739793936484,1828.6179121048021
0,polygon,69,2615.3137462479344,1700.7481505475503
0,polygon,70,2602.526770092209,1641.0755951541664
0,polygon,71,2555.64119085455,1658.124896695133
0,polygon,72,2504.4932862316496,1700.7481505475503
0,polygon,73,2449.083056223507,1679.4365236213416
0,polygon,74,2419.246778526815,1615.5016428427157
0,polygon,75,2440.5584054530236,1564.353738219815
0,polygon,76,2508.755611616891,1534.5174605231232
0,polygon,77,2564.1658416250334,1530.2551351378816
0,polygon,78,2611.0514208626923,1496.1565320559475
0,polygon,79,2632.363047788901,1453.5332782035302
0,polygon,80,2645.1500239446264,1372.5490958839373
0,polygon,81,2632.363047788901,1300.089564334828
0,polygon,82,2619.576071633176,1240.4170089414438
0,polygon,83,2555.64119085455,1274.5156120233778
0,polygon,84,2513.017937002133,1291.5649135643448
0,polygon,85,2474.657008534957,1240.4170089414438
0,polygon,86,2457.6077069939906,1185.0067789333016
0,polygon,87,2444.8207308382653,1133.858874310401
0,polygon,88,2436.296080067782,1086.9732950727416
0,polygon,89,2440.5584054530236,1040.0877158350827
0,polygon,90,2470.3946831497155,988.939811212182
0,polygon,91,2504.4932862316496,925.0049304335563
0,polygon,92,2542.8542146988248,839.7584227287217
0,polygon,93,2572.690492395517,780.0858673353374
0,polygon,94,2594.002119321726,720.4133119419533
0,polygon,95,2572.690492395517,677.790058089536
0,polygon,96,2542.8542146988248,626.6421534666354
0,polygon,97,2547.116540084067,575.4942488437347
0,polygon,98,2602.526770092209,528.6086696060756
0,polygon,99,2615.3137462479344,451.88681267172456
0,polygon,100,2602.526770092209,302.70542418826415
0,polygon,101,2615.3137462479344,225.98356725391307
0,polygon,102,2594.002119321726,187.62263878673753
0,polygon,103,2542.8542146988248,200.40961494246278
0,polygon,104,2495.968635461166,183.3603134014959
0,polygon,105,2504.4932862316496,72.53985338521096
0,polygon,106,2449.083056223507,25.654274147551973
0,polygon,107,2321.213294666255,-8.444328934381758
0,polygon,108,2142.1956284861026,-29.755955860590404
0,polygon,109,2078.2607477074766,-42.5429320163156
0,polygon,110,2010.0635415436088,-29.755955860590404
0,polygon,111,1958.9156369207083,-25.493630475348652
0,polygon,112,1882.193779986357,0.08032183610168886
0,polygon,113,1839.5705261339397,17.129623377068583
0,polygon,114,1754.3240184291055,59.75287722948582
0,polygon,115,1724.4877407324132,119.42543262287006
0,polygon,116,1673.3398361095126,162.04868647528735
0,polygon,117,1605.142629945645,166.3110118605291
0,polygon,118,1558.2570507079859,157.7863610900456
0,polygon,119,1515.6337968555688,144.9993849343204
0,polygon,120,1473.0105430031515,119.42543262287006
0,polygon,121,1417.600312995009,106.63845646714492
0,polygon,122,1370.71473375735,98.11380569666142
0,polygon,123,1319.5668291344493,93.85148031141972
0,polygon,124,1242.8449722000983,106.63845646714492
0,polygon,125,1149.0738137247802,76.80217877045283
0,polygon,126,1106.4505598723629,51.228226459002485
0,polygon,127,1021.2040521675285,25.654274147552144
0,polygon,128,965.7938221593861,12.867297991826945
0,polygon,129,918.9082429217269,17.129623377068697
0,polygon,130,846.4487113726177,29.916599532793896
0,polygon,131,795.3008067497169,34.17892491803559
0,polygon,132,718.5789498153658,34.17892491803559
0,polygon,133,667.4310451924653,25.654274147552144
0,polygon,134,620.5454659548061,34.17892491803559
0,polygon,135,560.872910561422,-4.182003549139949
0,polygon,136,467.1017520861041,-25.493630475348482
0,polygon,137,420.21617284844507,-12.70665431962334
0,polygon,138,420.21617284844507,34.17892491803565
0,polygon,139,433.0031490041703,85.32682954093639
0,polygon,140,403.1668713074782,132.21240877859537
0,polygon,141,356.28129206981924,153.52403570480402
0,polygon,142,330.70733975836885,106.63845646714503
0,polygon,143,253.98548282401777,127.95008339335362
0,polygon,144,232.67385589780912,174.8356626310126
0,polygon,145,228.41153051256748,234.5082180243968
0,polygon,146,245.46083205353438,289.91844803253923
0,polygon,147,236.93618128305087,345.32867804068167
0,polygon,148,207.09990358635883,379.42728112261545
0,polygon,149,168.7389751191833,434.8375111307579
0,polygon,150,134.6403720372495,490.2477411389003
0,polygon,151,66.44316587338182,494.5100665241421
0,polygon,152,49.39386433241492,609.5928519256687
0,polygon,153,49.39386433241492,716.1509865567119
0,polygon,154,57.91851510289837,763.0365657943709
0,polygon,155,79.23014202910701,805.6598196467882
0,polygon,156,155.95199896345804,844.0207481139636
0,polygon,157,245.46083205353438,873.8570258106557
